symbol,timestamp,open,high,low,close,volume
SPY,2024-09-17,407.91,421.94,407.84,421.88,68301087
QQQ,2024-09-17,350.28,350.38,340.14,341.07,39486422
IWM,2024-09-17,226.21,226.61,220.76,221.01,45992852
TLT,2024-09-17,93.44,93.90,93.21,93.83,14969336
GLD,2024-09-17,200.70,203.19,200.50,203.11,4317747
SPY,2024-09-18,421.47,424.93,417.36,421.40,47448956
QQQ,2024-09-18,340.33,348.57,337.37,346.88,58439421
IWM,2024-09-18,222.16,222.33,214.70,216.35,37154140
TLT,2024-09-18,93.99,95.03,93.70,94.66,7991834
GLD,2024-09-18,203.12,204.15,203.07,203.99,7782333
SPY,2024-09-19,424.40,425.42,423.88,424.77,54688490
QQQ,2024-09-19,346.06,358.63,343.09,355.46,60012129
IWM,2024-09-19,213.87,221.64,212.08,220.11,28436137
TLT,2024-09-19,94.98,95.57,93.97,94.67,11582059
GLD,2024-09-19,204.05,206.64,203.90,205.97,8533832
SPY,2024-09-20,423.29,428.23,422.30,425.74,78413251
QQQ,2024-09-20,357.83,363.47,356.95,362.43,60482697
IWM,2024-09-20,221.53,224.73,220.48,223.90,34294997
TLT,2024-09-20,94.47,94.51,94.05,94.27,13704890
GLD,2024-09-20,206.61,207.92,206.07,207.60,6929283
SPY,2024-09-23,422.13,422.47,413.76,415.34,81002329
QQQ,2024-09-23,359.60,369.07,359.55,368.87,67698204
IWM,2024-09-23,221.61,222.98,220.71,222.09,43208360
TLT,2024-09-23,94.50,94.92,92.94,93.21,12953516
GLD,2024-09-23,207.68,208.37,207.42,207.48,8405927
SPY,2024-09-24,415.99,417.88,411.60,413.04,75728998
QQQ,2024-09-24,368.77,372.31,367.59,371.15,64941352
IWM,2024-09-24,221.41,221.73,218.63,218.72,22029113
TLT,2024-09-24,93.29,93.29,92.48,92.87,13457751
GLD,2024-09-24,207.55,208.83,206.87,208.44,6577191
SPY,2024-09-25,410.07,410.83,403.71,404.08,82030334
QQQ,2024-09-25,369.29,373.43,365.75,366.97,54194021
IWM,2024-09-25,218.06,220.99,217.84,220.36,36164198
TLT,2024-09-25,92.59,92.80,91.45,91.45,12797142
GLD,2024-09-25,209.04,213.06,208.87,211.84,6724415
SPY,2024-09-26,403.80,411.11,402.75,410.48,81915547
QQQ,2024-09-26,367.77,368.28,356.45,358.26,57845830
IWM,2024-09-26,219.98,220.63,216.67,216.84,40535355
TLT,2024-09-26,91.77,91.81,90.24,90.45,12060197
GLD,2024-09-26,212.28,215.48,211.56,214.25,8347115
SPY,2024-09-27,409.34,410.08,401.52,403.12,99814540
QQQ,2024-09-27,357.92,360.36,356.99,357.00,37818384
IWM,2024-09-27,217.61,217.62,211.90,212.57,40791104
TLT,2024-09-27,90.60,91.41,90.54,91.18,12448707
GLD,2024-09-27,214.60,215.21,211.13,211.50,4134603
SPY,2024-09-30,403.26,405.47,399.65,400.27,76265488
QQQ,2024-09-30,358.10,365.98,355.92,363.80,54415064
IWM,2024-09-30,212.28,215.15,212.22,214.51,43846193
TLT,2024-09-30,91.10,91.26,90.21,90.32,10090472
GLD,2024-09-30,211.00,211.91,210.52,211.87,7198434
SPY,2024-10-01,397.25,403.03,395.49,402.78,108984203
QQQ,2024-10-01,364.34,364.58,356.44,357.69,56642646
IWM,2024-10-01,214.39,214.54,213.63,214.22,45342546
TLT,2024-10-01,90.36,90.56,89.64,89.81,12841416
GLD,2024-10-01,212.60,213.96,209.15,209.30,7462314
SPY,2024-10-02,401.46,409.88,399.19,406.39,75280825
QQQ,2024-10-02,357.72,370.13,353.37,368.04,39901664
IWM,2024-10-02,213.91,216.73,212.57,212.66,42646717
TLT,2024-10-02,90.14,90.22,89.50,90.09,12557561
GLD,2024-10-02,208.74,210.31,208.72,210.26,7552883
SPY,2024-10-03,405.79,406.69,394.02,394.65,89872023
QQQ,2024-10-03,370.95,370.96,364.08,364.66,33496208
IWM,2024-10-03,211.16,215.73,210.10,214.36,40687142
TLT,2024-10-03,89.69,89.76,88.86,88.92,14475229
GLD,2024-10-03,210.93,211.08,210.56,210.73,5292453
SPY,2024-10-04,396.08,407.20,394.68,403.30,64736152
QQQ,2024-10-04,362.84,363.70,352.21,352.55,54641923
IWM,2024-10-04,214.22,215.15,210.04,213.23,35245270
TLT,2024-10-04,89.25,89.50,89.09,89.38,11581437
GLD,2024-10-04,210.32,210.82,209.71,210.75,7901732
SPY,2024-10-07,401.53,405.26,400.36,405.15,97539264
QQQ,2024-10-07,350.43,352.03,347.73,349.24,67128891
IWM,2024-10-07,215.21,216.43,210.63,211.21,35748645
TLT,2024-10-07,89.25,90.24,89.05,90.00,11082543
GLD,2024-10-07,209.96,210.10,208.18,208.71,12074046
SPY,2024-10-08,404.95,406.35,402.25,402.77,78511944
QQQ,2024-10-08,349.75,357.70,348.13,351.54,41874014
IWM,2024-10-08,212.43,213.32,208.00,208.59,39148423
TLT,2024-10-08,90.32,90.55,89.14,89.21,13641803
GLD,2024-10-08,208.86,209.46,203.63,203.81,7071567
SPY,2024-10-09,402.49,405.32,398.63,403.69,74873337
QQQ,2024-10-09,348.90,348.92,348.09,348.35,47886056
IWM,2024-10-09,209.10,210.97,208.58,210.24,36321617
TLT,2024-10-09,89.42,89.54,88.57,88.76,14144807
GLD,2024-10-09,204.18,204.61,202.96,202.97,8134225
SPY,2024-10-10,399.74,403.17,398.64,402.86,70486452
QQQ,2024-10-10,347.40,363.77,341.61,363.04,41317333
IWM,2024-10-10,210.79,211.30,205.12,205.49,29297657
TLT,2024-10-10,88.91,89.10,88.49,88.54,12443270
GLD,2024-10-10,202.41,202.64,201.41,201.51,9969585
SPY,2024-10-11,402.56,404.28,401.77,403.82,79221428
QQQ,2024-10-11,365.47,367.68,358.04,359.47,61730398
IWM,2024-10-11,204.93,211.16,203.70,210.72,50505387
TLT,2024-10-11,88.46,89.76,88.13,88.84,12655538
GLD,2024-10-11,202.07,202.20,199.86,200.16,7468546
SPY,2024-10-14,403.50,405.08,401.94,402.19,85897115
QQQ,2024-10-14,359.50,360.71,354.11,359.38,61944222
IWM,2024-10-14,211.38,211.40,206.47,207.10,37686507
TLT,2024-10-14,89.32,89.79,89.21,89.67,10238874
GLD,2024-10-14,199.94,200.08,198.34,198.35,10918403
SPY,2024-10-15,400.45,402.62,398.56,399.82,89259570
QQQ,2024-10-15,358.03,358.50,354.93,357.64,65112298
IWM,2024-10-15,205.26,210.20,204.47,209.39,29267389
TLT,2024-10-15,89.54,89.96,89.32,89.54,12433901
GLD,2024-10-15,198.55,199.07,198.40,198.93,9091981
SPY,2024-10-16,401.35,401.66,389.46,390.68,97698997
QQQ,2024-10-16,357.99,358.94,354.69,354.73,37474683
IWM,2024-10-16,208.04,214.37,206.38,213.82,33813036
TLT,2024-10-16,89.56,89.60,88.94,89.19,11735810
GLD,2024-10-16,198.98,199.33,197.11,197.37,8186618
SPY,2024-10-17,388.67,396.18,386.30,393.78,76835323
QQQ,2024-10-17,353.72,354.03,344.58,344.66,59502606
IWM,2024-10-17,213.45,214.21,206.09,206.84,21585531
TLT,2024-10-17,88.93,88.94,87.94,87.98,12671803
GLD,2024-10-17,197.61,198.00,196.01,196.27,8598913
SPY,2024-10-18,394.81,403.00,393.36,400.27,80217262
QQQ,2024-10-18,345.26,346.18,342.56,342.94,51830814
IWM,2024-10-18,207.21,207.26,204.97,206.88,39161046
TLT,2024-10-18,88.08,88.39,87.13,87.72,14506069
GLD,2024-10-18,195.81,200.60,195.42,200.35,7840060
SPY,2024-10-21,401.81,402.88,395.87,396.85,80982071
QQQ,2024-10-21,344.34,351.59,342.74,344.84,55648072
IWM,2024-10-21,206.63,209.11,205.81,208.28,30987777
TLT,2024-10-21,87.68,88.38,87.58,88.28,12165087
GLD,2024-10-21,200.54,201.56,199.64,201.29,10044636
SPY,2024-10-22,395.10,395.38,394.88,395.26,75457276
QQQ,2024-10-22,346.84,353.37,345.83,353.17,47246259
IWM,2024-10-22,207.77,209.90,207.40,209.66,33104656
TLT,2024-10-22,88.16,88.17,87.27,87.81,13335003
GLD,2024-10-22,201.44,202.38,201.33,202.21,11938990
SPY,2024-10-23,396.54,396.61,388.12,389.46,52514495
QQQ,2024-10-23,355.70,362.62,352.15,361.97,43049678
IWM,2024-10-23,209.03,210.03,206.73,208.41,36439980
TLT,2024-10-23,87.98,87.99,86.92,87.00,11987799
GLD,2024-10-23,202.38,204.61,202.17,204.41,8196100
SPY,2024-10-24,386.08,386.34,383.57,384.12,74811578
QQQ,2024-10-24,362.00,363.31,359.91,360.05,43524072
IWM,2024-10-24,207.42,208.09,205.44,206.44,18451172
TLT,2024-10-24,86.47,86.56,86.35,86.40,13392856
GLD,2024-10-24,204.84,205.18,202.89,203.01,7180888
SPY,2024-10-25,385.57,392.53,384.97,391.05,80606410
QQQ,2024-10-25,357.50,359.70,354.76,355.83,57247823
IWM,2024-10-25,203.81,203.87,202.87,203.39,30622597
TLT,2024-10-25,86.37,87.34,86.33,87.18,9700320
GLD,2024-10-25,203.40,205.63,203.26,205.52,8845410
SPY,2024-10-28,392.07,392.10,386.23,388.44,50630400
QQQ,2024-10-28,355.24,355.85,347.59,348.21,51097607
IWM,2024-10-28,203.86,204.46,196.73,197.15,31895207
TLT,2024-10-28,87.00,87.26,85.49,86.11,10079854
GLD,2024-10-28,206.01,208.50,206.00,207.83,6821141
SPY,2024-10-29,386.93,394.48,385.88,394.00,56956204
QQQ,2024-10-29,346.25,356.41,345.04,352.49,44157629
IWM,2024-10-29,198.68,199.88,197.66,198.51,38557326
TLT,2024-10-29,86.30,87.65,85.91,87.55,10820079
GLD,2024-10-29,207.19,207.55,206.38,206.60,9544091
SPY,2024-10-30,392.90,393.04,390.14,390.44,70783879
QQQ,2024-10-30,353.62,358.16,340.40,340.50,38790363
IWM,2024-10-30,198.06,202.32,197.00,202.19,26008267
TLT,2024-10-30,87.45,87.56,86.87,87.08,14958873
GLD,2024-10-30,207.16,207.23,205.92,206.04,8474687
SPY,2024-10-31,389.79,396.31,388.28,395.19,70301211
QQQ,2024-10-31,341.28,344.20,340.19,343.62,40042836
IWM,2024-10-31,202.75,202.89,200.45,200.98,39092060
TLT,2024-10-31,86.72,87.74,86.44,87.53,11520589
GLD,2024-10-31,206.69,207.20,205.07,206.14,5452499
SPY,2024-11-01,395.94,399.04,389.57,391.55,78580533
QQQ,2024-11-01,343.20,345.05,338.88,340.37,47415397
IWM,2024-11-01,200.29,208.45,199.99,208.12,44126008
TLT,2024-11-01,87.30,88.75,87.30,88.66,10239380
GLD,2024-11-01,206.28,206.58,205.22,205.28,7942243
SPY,2024-11-04,389.12,400.13,388.58,397.93,95355392
QQQ,2024-11-04,336.06,338.20,333.11,334.01,46027636
IWM,2024-11-04,209.45,209.54,201.89,202.14,26343620
TLT,2024-11-04,88.51,89.98,88.08,89.95,9797211
GLD,2024-11-04,205.39,209.88,204.84,209.68,5655990
SPY,2024-11-05,399.96,400.78,389.93,390.05,105103216
QQQ,2024-11-05,334.94,342.29,333.64,340.11,42876749
IWM,2024-11-05,201.01,207.74,200.68,206.21,42381191
TLT,2024-11-05,89.51,89.74,87.97,88.06,7191680
GLD,2024-11-05,208.73,211.85,208.70,211.25,5651146
SPY,2024-11-06,389.73,389.84,382.80,385.03,87369707
QQQ,2024-11-06,337.74,338.69,332.12,332.81,48385314
IWM,2024-11-06,203.61,207.67,203.21,207.53,24611053
TLT,2024-11-06,87.73,89.02,87.39,88.86,11826468
GLD,2024-11-06,211.72,212.74,209.63,209.84,9570114
SPY,2024-11-07,387.61,390.14,386.66,389.07,114332807
QQQ,2024-11-07,330.07,333.04,327.31,328.56,48924048
IWM,2024-11-07,206.96,207.53,206.70,206.99,40682276
TLT,2024-11-07,89.17,89.75,88.38,89.33,14137261
GLD,2024-11-07,210.09,210.12,207.04,207.20,9806508
SPY,2024-11-08,388.33,388.35,382.22,382.97,62995776
QQQ,2024-11-08,328.52,335.27,327.51,333.48,55035803
IWM,2024-11-08,205.39,210.13,204.75,209.23,42764903
TLT,2024-11-08,89.34,89.43,89.07,89.24,10533892
GLD,2024-11-08,207.16,207.65,204.36,204.54,8313768
SPY,2024-11-11,383.84,388.36,381.32,381.41,101150506
QQQ,2024-11-11,334.80,335.27,330.59,331.92,44202616
IWM,2024-11-11,209.82,211.60,206.05,206.75,34464534
TLT,2024-11-11,89.34,90.46,89.15,90.32,14690919
GLD,2024-11-11,204.76,205.45,204.47,205.18,9349112
SPY,2024-11-12,380.83,384.65,372.53,374.98,62348702
QQQ,2024-11-12,333.47,336.65,324.31,331.58,50491511
IWM,2024-11-12,205.77,207.72,204.22,204.92,36303274
TLT,2024-11-12,90.39,90.44,90.20,90.38,17491487
GLD,2024-11-12,204.64,205.35,204.42,205.11,8173169
SPY,2024-11-13,372.75,381.24,372.06,380.21,84099559
QQQ,2024-11-13,331.04,338.39,329.17,334.96,43213805
IWM,2024-11-13,204.71,209.27,204.51,208.93,36204174
TLT,2024-11-13,90.78,90.87,88.90,89.05,9821814
GLD,2024-11-13,204.38,204.55,201.11,201.35,9140544
SPY,2024-11-14,381.98,382.40,371.46,374.47,81543532
QQQ,2024-11-14,331.27,331.50,324.86,326.83,62514983
IWM,2024-11-14,210.30,210.54,207.76,207.84,37120599
TLT,2024-11-14,89.34,91.16,89.26,91.06,16692104
GLD,2024-11-14,201.54,201.65,200.59,200.62,6712029
SPY,2024-11-15,372.51,375.33,372.47,374.69,84780030
QQQ,2024-11-15,328.60,330.73,321.02,322.18,39568613
IWM,2024-11-15,207.98,208.79,200.66,201.00,35520948
TLT,2024-11-15,90.80,90.91,89.18,89.43,12551679
GLD,2024-11-15,200.71,201.10,198.84,199.43,6660225
SPY,2024-11-18,371.97,372.70,370.33,370.81,81272510
QQQ,2024-11-18,324.88,332.91,324.60,330.97,53812387
IWM,2024-11-18,201.79,202.01,201.02,201.44,40758573
TLT,2024-11-18,89.34,89.51,88.74,88.83,14665646
GLD,2024-11-18,199.65,201.47,199.15,201.22,9636243
SPY,2024-11-19,372.51,373.27,367.80,369.18,76052497
QQQ,2024-11-19,331.41,348.03,331.35,346.54,36390063
IWM,2024-11-19,201.10,203.01,201.09,202.55,38763867
TLT,2024-11-19,89.30,90.33,89.02,89.75,10344270
GLD,2024-11-19,200.23,200.50,197.15,197.68,6926553
SPY,2024-11-20,369.82,371.62,368.23,371.60,84232615
QQQ,2024-11-20,345.55,350.63,343.79,349.35,37590605
IWM,2024-11-20,202.21,202.75,198.43,198.54,35239221
TLT,2024-11-20,89.88,90.38,89.81,90.04,14026418
GLD,2024-11-20,196.77,197.00,195.89,195.92,8063277
SPY,2024-11-21,370.05,371.90,364.30,366.90,63236882
QQQ,2024-11-21,347.18,347.29,343.53,344.93,42556188
IWM,2024-11-21,196.96,197.18,195.07,196.06,29618760
TLT,2024-11-21,90.26,90.50,90.14,90.43,12467633
GLD,2024-11-21,195.74,197.99,195.67,197.49,8521761
SPY,2024-11-22,367.44,372.45,366.89,370.78,98401994
QQQ,2024-11-22,342.65,350.38,341.34,350.02,68321880
IWM,2024-11-22,195.90,197.74,194.02,194.64,22148748
TLT,2024-11-22,90.28,90.37,89.78,89.93,13021967
GLD,2024-11-22,196.02,200.22,195.97,199.85,9035177
SPY,2024-11-25,370.86,372.37,370.02,371.71,95961744
QQQ,2024-11-25,351.86,352.12,338.10,338.33,46585135
IWM,2024-11-25,195.35,195.48,194.92,195.09,38971491
TLT,2024-11-25,89.81,89.96,89.37,89.46,8713191
GLD,2024-11-25,199.60,201.76,199.41,201.64,9728710
SPY,2024-11-26,374.07,376.62,373.30,375.60,81968465
QQQ,2024-11-26,335.64,336.77,328.27,329.99,38918246
IWM,2024-11-26,196.18,197.41,195.88,196.48,38285447
TLT,2024-11-26,89.23,90.07,89.07,90.05,12796380
GLD,2024-11-26,202.09,202.34,200.14,200.16,6487380
SPY,2024-11-27,374.94,375.97,373.85,374.40,85281223
QQQ,2024-11-27,326.62,327.32,323.91,324.28,40892844
IWM,2024-11-27,196.57,198.51,195.91,198.27,40243468
TLT,2024-11-27,90.10,90.60,90.06,90.47,8479712
GLD,2024-11-27,199.25,199.46,197.54,197.77,6965327
SPY,2024-11-29,372.74,373.50,369.21,369.91,75494992
QQQ,2024-11-29,320.45,323.91,319.79,323.79,63624813
IWM,2024-11-29,198.60,199.55,195.69,195.97,25122462
TLT,2024-11-29,89.94,90.12,89.76,89.89,11790412
GLD,2024-11-29,197.63,198.90,196.81,198.29,11534425
SPY,2024-12-02,370.49,372.62,369.32,369.61,82038635
QQQ,2024-12-02,322.70,325.96,322.17,325.06,34082426
IWM,2024-12-02,195.93,197.88,195.58,197.54,33663878
TLT,2024-12-02,90.05,90.31,90.02,90.14,9372093
GLD,2024-12-02,198.19,203.13,197.50,201.56,6627568
SPY,2024-12-03,368.97,369.85,365.32,365.78,55256822
QQQ,2024-12-03,322.60,322.62,319.39,320.82,33831591
IWM,2024-12-03,198.76,199.38,194.55,194.69,32449826
TLT,2024-12-03,90.35,92.13,90.28,91.91,8846243
GLD,2024-12-03,201.22,201.46,200.70,201.22,8012371
SPY,2024-12-04,366.90,368.99,356.10,356.45,85140771
QQQ,2024-12-04,322.68,325.57,322.02,323.28,46204242
IWM,2024-12-04,195.72,196.73,195.20,195.57,44064998
TLT,2024-12-04,92.17,92.37,91.44,91.57,12346710
GLD,2024-12-04,202.43,203.05,197.39,197.44,9338964
SPY,2024-12-05,358.57,361.61,358.38,361.00,108899545
QQQ,2024-12-05,323.35,324.23,319.48,320.42,38420749
IWM,2024-12-05,195.78,197.21,193.51,193.83,25618628
TLT,2024-12-05,91.24,91.92,91.16,91.67,13421211
GLD,2024-12-05,197.16,197.75,196.25,196.33,9595745
SPY,2024-12-06,360.17,360.39,348.08,350.56,96696534
QQQ,2024-12-06,321.19,323.70,312.97,313.77,48076216
IWM,2024-12-06,193.61,193.89,191.86,192.00,30898445
TLT,2024-12-06,91.79,91.86,91.31,91.45,11410296
GLD,2024-12-06,196.44,199.65,195.79,199.47,5274511
SPY,2024-12-09,350.25,353.52,350.07,353.29,77352796
QQQ,2024-12-09,314.44,315.15,306.91,308.47,53437967
IWM,2024-12-09,192.44,193.27,192.11,192.99,38199121
TLT,2024-12-09,91.54,91.57,90.95,91.01,14226647
GLD,2024-12-09,199.06,200.34,198.57,200.17,10115038
SPY,2024-12-10,353.88,357.00,352.95,355.46,80236922
QQQ,2024-12-10,310.19,310.49,302.40,303.08,56342821
IWM,2024-12-10,193.36,193.75,187.97,191.16,32612938
TLT,2024-12-10,91.06,91.28,90.34,90.43,12555624
GLD,2024-12-10,199.90,201.50,197.80,199.43,8397128
SPY,2024-12-11,356.65,357.24,349.24,350.38,80112500
QQQ,2024-12-11,301.90,310.96,301.88,305.33,36586503
IWM,2024-12-11,190.54,192.45,189.46,191.68,28143443
TLT,2024-12-11,90.42,90.67,90.08,90.18,11027060
GLD,2024-12-11,199.02,200.13,198.71,200.05,8910862
SPY,2024-12-12,350.08,354.64,349.16,354.03,80297355
QQQ,2024-12-12,306.83,306.92,298.13,299.39,53380871
IWM,2024-12-12,191.82,197.58,191.81,196.42,43519516
TLT,2024-12-12,90.51,90.72,89.40,89.42,9026040
GLD,2024-12-12,199.29,201.11,199.22,200.72,6869971
SPY,2024-12-13,354.95,356.52,348.19,348.55,87780258
QQQ,2024-12-13,296.91,301.56,296.63,300.42,43347860
IWM,2024-12-13,196.01,197.92,195.93,197.24,37368316
TLT,2024-12-13,89.28,89.31,88.52,88.88,10729939
GLD,2024-12-13,200.62,202.39,200.15,201.89,10799779
SPY,2024-12-16,350.08,351.62,341.88,341.94,68909636
QQQ,2024-12-16,299.87,300.13,294.16,294.61,52645840
IWM,2024-12-16,198.47,199.40,196.91,197.05,38765017
TLT,2024-12-16,88.76,90.62,88.75,90.15,15075312
GLD,2024-12-16,202.26,202.43,197.78,197.85,9578686
SPY,2024-12-17,341.66,344.39,338.71,340.40,83158373
QQQ,2024-12-17,291.32,295.49,290.38,295.33,49034936
IWM,2024-12-17,198.12,198.45,196.40,197.21,36817266
TLT,2024-12-17,90.11,91.12,90.05,91.12,10745073
GLD,2024-12-17,196.88,200.27,196.62,200.22,6767134
SPY,2024-12-18,341.21,341.24,338.46,338.94,93580171
QQQ,2024-12-18,297.91,299.12,294.52,297.02,38399137
IWM,2024-12-18,196.33,196.42,194.31,194.34,29741706
TLT,2024-12-18,91.54,92.94,91.46,92.77,12725562
GLD,2024-12-18,200.08,200.55,199.63,199.82,7471996
SPY,2024-12-19,339.11,342.26,339.00,340.28,78029343
QQQ,2024-12-19,298.92,300.34,288.69,290.01,66151812
IWM,2024-12-19,194.05,194.50,191.49,192.32,40661261
TLT,2024-12-19,92.98,94.49,92.88,94.30,11900926
GLD,2024-12-19,199.44,201.92,199.37,201.76,7459269
SPY,2024-12-20,341.49,341.53,337.20,338.73,100770581
QQQ,2024-12-20,289.49,290.12,284.08,284.14,50935051
IWM,2024-12-20,191.61,192.24,188.39,188.41,39626248
TLT,2024-12-20,94.48,94.80,93.53,93.56,9859585
GLD,2024-12-20,201.03,201.61,200.01,200.44,4379142
SPY,2024-12-23,338.10,338.46,331.78,333.89,87995475
QQQ,2024-12-23,284.42,287.76,284.09,287.70,44738309
IWM,2024-12-23,189.19,189.47,186.86,186.91,30263530
TLT,2024-12-23,94.34,94.77,94.31,94.72,13490164
GLD,2024-12-23,199.64,201.74,199.58,201.49,8106989
SPY,2024-12-24,334.60,335.08,333.13,334.79,70547933
QQQ,2024-12-24,289.58,290.51,285.94,286.70,51978577
IWM,2024-12-24,187.99,188.29,183.02,183.15,35788410
TLT,2024-12-24,95.45,96.79,94.80,96.47,11928187
GLD,2024-12-24,201.35,202.44,201.14,202.03,8558812
SPY,2024-12-26,332.11,340.01,332.10,338.55,84918056
QQQ,2024-12-26,286.03,286.34,283.04,284.29,66831378
IWM,2024-12-26,184.53,187.45,183.91,184.92,31846932
TLT,2024-12-26,96.63,97.80,96.48,97.45,12028390
GLD,2024-12-26,201.42,201.42,199.26,199.47,9393302
SPY,2024-12-27,336.73,336.86,335.36,336.45,98644908
QQQ,2024-12-27,284.49,284.83,280.81,281.15,42392913
IWM,2024-12-27,186.67,187.44,182.51,182.84,31428194
TLT,2024-12-27,97.20,97.35,97.08,97.32,10648148
GLD,2024-12-27,199.08,199.78,197.71,198.16,7357942
SPY,2024-12-30,336.62,341.07,336.46,340.17,85137302
QQQ,2024-12-30,279.63,285.42,275.96,284.57,53135262
IWM,2024-12-30,183.02,183.74,182.89,183.55,40222648
TLT,2024-12-30,96.91,98.12,96.29,97.94,16009843
GLD,2024-12-30,198.22,198.26,197.83,198.19,10831653
SPY,2024-12-31,338.95,342.36,338.27,341.13,61112480
QQQ,2024-12-31,285.49,287.25,285.04,285.73,66455921
IWM,2024-12-31,183.72,183.80,178.39,180.11,22959708
TLT,2024-12-31,98.13,98.70,98.09,98.38,10441227
GLD,2024-12-31,198.40,198.59,195.98,196.08,8209192
